site,hit,question,category,worker,worktime,answer
andrew,2,I found it difficult to understand what was going on,Visibility of System Status,A19C6T7B0H4PAQ,53,3
andrew,2,"The website was cluttered, and I often had difficulty figuring out what to do next",Aesthetic and Minimalist Design,A19C6T7B0H4PAQ,53,1
andrew,2,"I could navigate the website easily, and didn't see anything unnecessary",Aesthetic and Minimalist Design,A19C6T7B0H4PAQ,53,2
andrew,2,"I ran into problems, and the website did not help me figure out how to fix it","Help Users Recognize, Diagnose, and Recover from Errors",A19C6T7B0H4PAQ,53,3
andrew,2,"I was able to easily navigate the website, undoing actions if necessary",User control and Freedom,A19C6T7B0H4PAQ,53,4
andrew,2,I was asked if I was sure about doing something that would make a change,Error Prevention,A1S8DYWNS59XWB,120,1
andrew,2,I could understand what the website was doing,Visibility of System Status,A1S8DYWNS59XWB,120,2
andrew,2,I found it difficult to understand what was going on,Visibility of System Status,A1S8DYWNS59XWB,120,5
andrew,2,"The website was cluttered, and I often had difficulty figuring out what to do next",Aesthetic and Minimalist Design,A1S8DYWNS59XWB,120,4
andrew,2,"I could navigate the website easily, and didn't see anything unnecessary",Aesthetic and Minimalist Design,A1S8DYWNS59XWB,120,2
andrew,2,"I ran into problems, and the website did not help me figure out how to fix it","Help Users Recognize, Diagnose, and Recover from Errors",A1S8DYWNS59XWB,120,2
andrew,2,"I was able to easily navigate the website, undoing actions if necessary",User control and Freedom,A1S8DYWNS59XWB,120,2
andrew,2,I was asked if I was sure about doing something that would make a change,Error Prevention,A30ZBG4SIBCC2A,215,1
andrew,2,I could understand what the website was doing,Visibility of System Status,A30ZBG4SIBCC2A,215,4
andrew,2,I found it difficult to understand what was going on,Visibility of System Status,A30ZBG4SIBCC2A,215,1
andrew,2,"The website was cluttered, and I often had difficulty figuring out what to do next",Aesthetic and Minimalist Design,A30ZBG4SIBCC2A,215,1
andrew,2,"I could navigate the website easily, and didn't see anything unnecessary",Aesthetic and Minimalist Design,A30ZBG4SIBCC2A,215,5
andrew,2,"I ran into problems, and the website did not help me figure out how to fix it","Help Users Recognize, Diagnose, and Recover from Errors",A30ZBG4SIBCC2A,215,1
andrew,2,"I was able to easily navigate the website, undoing actions if necessary",User control and Freedom,A30ZBG4SIBCC2A,215,5
andrew,3,I found myself in situations where I could not go back to a previous state,User control and Freedom,A1DCA3FSX06H6F,916,1
andrew,3,Similar websites I've used before for the same purpose have helped me understand how to use this one.,Consistency and Standard,A1DCA3FSX06H6F,916,4
andrew,3,"This website was very different from some others I've used to do the same thing, so it was hard to understand how to do things.",Consistency and Standard,A1DCA3FSX06H6F,916,1
andrew,3,The website used very technical terminology that I had trouble understanding,Match between System and the Real World,A1DCA3FSX06H6F,916,1
andrew,3,"The information was presented logically, and I could understand what it meant",Match between System and the Real World,A1DCA3FSX06H6F,916,5
andrew,3,The website used vocabulary familiar to me,Match between System and the Real World,A1DCA3FSX06H6F,916,4
andrew,3,The website's information was convoluted and too technical for me to understand,Match between System and the Real World,A1DCA3FSX06H6F,916,2
andrew,3,I found myself in situations where I could not go back to a previous state,User control and Freedom,A2SMAZGQOV2IAU,381,1
andrew,3,Similar websites I've used before for the same purpose have helped me understand how to use this one.,Consistency and Standard,A2SMAZGQOV2IAU,381,5
andrew,3,"This website was very different from some others I've used to do the same thing, so it was hard to understand how to do things.",Consistency and Standard,A2SMAZGQOV2IAU,381,1
andrew,3,The website used very technical terminology that I had trouble understanding,Match between System and the Real World,A2SMAZGQOV2IAU,381,1
andrew,3,"The information was presented logically, and I could understand what it meant",Match between System and the Real World,A2SMAZGQOV2IAU,381,4
andrew,3,The website used vocabulary familiar to me,Match between System and the Real World,A2SMAZGQOV2IAU,381,3
andrew,3,The website's information was convoluted and too technical for me to understand,Match between System and the Real World,A2SMAZGQOV2IAU,381,2
andrew,3,I found myself in situations where I could not go back to a previous state,User control and Freedom,A19HCBT1EH8484,682,2
andrew,3,Similar websites I've used before for the same purpose have helped me understand how to use this one.,Consistency and Standard,A19HCBT1EH8484,682,5
andrew,3,"This website was very different from some others I've used to do the same thing, so it was hard to understand how to do things.",Consistency and Standard,A19HCBT1EH8484,682,4
andrew,3,The website used very technical terminology that I had trouble understanding,Match between System and the Real World,A19HCBT1EH8484,682,1
andrew,3,"The information was presented logically, and I could understand what it meant",Match between System and the Real World,A19HCBT1EH8484,682,5
andrew,3,The website used vocabulary familiar to me,Match between System and the Real World,A19HCBT1EH8484,682,5
andrew,3,The website's information was convoluted and too technical for me to understand,Match between System and the Real World,A19HCBT1EH8484,682,1
andrew,3,I found myself in situations where I could not go back to a previous state,User control and Freedom,AUBB8KU9XV2R8,283,2
andrew,3,Similar websites I've used before for the same purpose have helped me understand how to use this one.,Consistency and Standard,AUBB8KU9XV2R8,283,1
andrew,3,"This website was very different from some others I've used to do the same thing, so it was hard to understand how to do things.",Consistency and Standard,AUBB8KU9XV2R8,283,2
andrew,3,The website used very technical terminology that I had trouble understanding,Match between System and the Real World,AUBB8KU9XV2R8,283,2
andrew,3,"The information was presented logically, and I could understand what it meant",Match between System and the Real World,AUBB8KU9XV2R8,283,4
andrew,3,The website used vocabulary familiar to me,Match between System and the Real World,AUBB8KU9XV2R8,283,4
andrew,3,The website's information was convoluted and too technical for me to understand,Match between System and the Real World,AUBB8KU9XV2R8,283,2
andrew,3,I found myself in situations where I could not go back to a previous state,User control and Freedom,A3M8JA9XN1J04B,173,1
andrew,3,Similar websites I've used before for the same purpose have helped me understand how to use this one.,Consistency and Standard,A3M8JA9XN1J04B,173,1
andrew,3,"This website was very different from some others I've used to do the same thing, so it was hard to understand how to do things.",Consistency and Standard,A3M8JA9XN1J04B,173,5
andrew,3,The website used very technical terminology that I had trouble understanding,Match between System and the Real World,A3M8JA9XN1J04B,173,1
andrew,3,"The information was presented logically, and I could understand what it meant",Match between System and the Real World,A3M8JA9XN1J04B,173,5
andrew,3,The website used vocabulary familiar to me,Match between System and the Real World,A3M8JA9XN1J04B,173,5
andrew,3,The website's information was convoluted and too technical for me to understand,Match between System and the Real World,A3M8JA9XN1J04B,173,1
andrew,3,I found myself in situations where I could not go back to a previous state,User control and Freedom,AUUAFG5DUF89I,203,1
andrew,3,Similar websites I've used before for the same purpose have helped me understand how to use this one.,Consistency and Standard,AUUAFG5DUF89I,203,5
andrew,3,"This website was very different from some others I've used to do the same thing, so it was hard to understand how to do things.",Consistency and Standard,AUUAFG5DUF89I,203,1
andrew,3,The website used very technical terminology that I had trouble understanding,Match between System and the Real World,AUUAFG5DUF89I,203,1
andrew,3,"The information was presented logically, and I could understand what it meant",Match between System and the Real World,AUUAFG5DUF89I,203,5
andrew,3,The website used vocabulary familiar to me,Match between System and the Real World,AUUAFG5DUF89I,203,5
andrew,3,The website's information was convoluted and too technical for me to understand,Match between System and the Real World,AUUAFG5DUF89I,203,1
andrew,3,I found myself in situations where I could not go back to a previous state,User control and Freedom,A30ZBG4SIBCC2A,60,1
andrew,3,Similar websites I've used before for the same purpose have helped me understand how to use this one.,Consistency and Standard,A30ZBG4SIBCC2A,60,4
andrew,3,"This website was very different from some others I've used to do the same thing, so it was hard to understand how to do things.",Consistency and Standard,A30ZBG4SIBCC2A,60,2
andrew,3,The website used very technical terminology that I had trouble understanding,Match between System and the Real World,A30ZBG4SIBCC2A,60,1
andrew,3,"The information was presented logically, and I could understand what it meant",Match between System and the Real World,A30ZBG4SIBCC2A,60,5
andrew,3,The website used vocabulary familiar to me,Match between System and the Real World,A30ZBG4SIBCC2A,60,5
andrew,3,The website's information was convoluted and too technical for me to understand,Match between System and the Real World,A30ZBG4SIBCC2A,60,1
andrew,3,I found myself in situations where I could not go back to a previous state,User control and Freedom,A3SIR6994WP6V,117,1
andrew,3,Similar websites I've used before for the same purpose have helped me understand how to use this one.,Consistency and Standard,A3SIR6994WP6V,117,5
andrew,3,"This website was very different from some others I've used to do the same thing, so it was hard to understand how to do things.",Consistency and Standard,A3SIR6994WP6V,117,1
andrew,3,The website used very technical terminology that I had trouble understanding,Match between System and the Real World,A3SIR6994WP6V,117,1
andrew,3,"The information was presented logically, and I could understand what it meant",Match between System and the Real World,A3SIR6994WP6V,117,5
andrew,3,The website used vocabulary familiar to me,Match between System and the Real World,A3SIR6994WP6V,117,2
andrew,3,The website's information was convoluted and too technical for me to understand,Match between System and the Real World,A3SIR6994WP6V,117,1
andrew,3,I found myself in situations where I could not go back to a previous state,User control and Freedom,A2QBY47K90M99E,58,1
andrew,3,Similar websites I've used before for the same purpose have helped me understand how to use this one.,Consistency and Standard,A2QBY47K90M99E,58,1
andrew,3,"This website was very different from some others I've used to do the same thing, so it was hard to understand how to do things.",Consistency and Standard,A2QBY47K90M99E,58,4
andrew,3,The website used very technical terminology that I had trouble understanding,Match between System and the Real World,A2QBY47K90M99E,58,4
andrew,3,"The information was presented logically, and I could understand what it meant",Match between System and the Real World,A2QBY47K90M99E,58,2
andrew,3,The website used vocabulary familiar to me,Match between System and the Real World,A2QBY47K90M99E,58,3
andrew,3,The website's information was convoluted and too technical for me to understand,Match between System and the Real World,A2QBY47K90M99E,58,5
andrew,3,I found myself in situations where I could not go back to a previous state,User control and Freedom,AYYSG3O9FNU15,1137,1
andrew,3,Similar websites I've used before for the same purpose have helped me understand how to use this one.,Consistency and Standard,AYYSG3O9FNU15,1137,3
andrew,3,"This website was very different from some others I've used to do the same thing, so it was hard to understand how to do things.",Consistency and Standard,AYYSG3O9FNU15,1137,1
andrew,3,The website used very technical terminology that I had trouble understanding,Match between System and the Real World,AYYSG3O9FNU15,1137,1
andrew,3,"The information was presented logically, and I could understand what it meant",Match between System and the Real World,AYYSG3O9FNU15,1137,5
andrew,3,The website used vocabulary familiar to me,Match between System and the Real World,AYYSG3O9FNU15,1137,5
andrew,3,The website's information was convoluted and too technical for me to understand,Match between System and the Real World,AYYSG3O9FNU15,1137,1
andrew,3,I found myself in situations where I could not go back to a previous state,User control and Freedom,AEDV0CBBPU0RE,93,2
andrew,3,Similar websites I've used before for the same purpose have helped me understand how to use this one.,Consistency and Standard,AEDV0CBBPU0RE,93,4
andrew,3,"This website was very different from some others I've used to do the same thing, so it was hard to understand how to do things.",Consistency and Standard,AEDV0CBBPU0RE,93,3
andrew,3,The website used very technical terminology that I had trouble understanding,Match between System and the Real World,AEDV0CBBPU0RE,93,2
andrew,3,"The information was presented logically, and I could understand what it meant",Match between System and the Real World,AEDV0CBBPU0RE,93,4
andrew,3,The website used vocabulary familiar to me,Match between System and the Real World,AEDV0CBBPU0RE,93,4
andrew,3,The website's information was convoluted and too technical for me to understand,Match between System and the Real World,AEDV0CBBPU0RE,93,2
andrew,3,I found myself in situations where I could not go back to a previous state,User control and Freedom,A208MTGA7V29TP,192,5
andrew,3,Similar websites I've used before for the same purpose have helped me understand how to use this one.,Consistency and Standard,A208MTGA7V29TP,192,3
andrew,3,"This website was very different from some others I've used to do the same thing, so it was hard to understand how to do things.",Consistency and Standard,A208MTGA7V29TP,192,2
andrew,3,The website used very technical terminology that I had trouble understanding,Match between System and the Real World,A208MTGA7V29TP,192,2
andrew,3,"The information was presented logically, and I could understand what it meant",Match between System and the Real World,A208MTGA7V29TP,192,4
andrew,3,The website used vocabulary familiar to me,Match between System and the Real World,A208MTGA7V29TP,192,5
andrew,3,The website's information was convoluted and too technical for me to understand,Match between System and the Real World,A208MTGA7V29TP,192,2
andrew,3,I found myself in situations where I could not go back to a previous state,User control and Freedom,A3F7L0TIE1QEWW,540,2
andrew,3,Similar websites I've used before for the same purpose have helped me understand how to use this one.,Consistency and Standard,A3F7L0TIE1QEWW,540,3
andrew,3,"This website was very different from some others I've used to do the same thing, so it was hard to understand how to do things.",Consistency and Standard,A3F7L0TIE1QEWW,540,3
andrew,3,The website used very technical terminology that I had trouble understanding,Match between System and the Real World,A3F7L0TIE1QEWW,540,2
andrew,3,"The information was presented logically, and I could understand what it meant",Match between System and the Real World,A3F7L0TIE1QEWW,540,4
andrew,3,The website used vocabulary familiar to me,Match between System and the Real World,A3F7L0TIE1QEWW,540,4
andrew,3,The website's information was convoluted and too technical for me to understand,Match between System and the Real World,A3F7L0TIE1QEWW,540,2
andrew,3,I found myself in situations where I could not go back to a previous state,User control and Freedom,ADWDNBND4BW94,1081,1
andrew,3,Similar websites I've used before for the same purpose have helped me understand how to use this one.,Consistency and Standard,ADWDNBND4BW94,1081,5
andrew,3,"This website was very different from some others I've used to do the same thing, so it was hard to understand how to do things.",Consistency and Standard,ADWDNBND4BW94,1081,1
andrew,3,The website used very technical terminology that I had trouble understanding,Match between System and the Real World,ADWDNBND4BW94,1081,1
andrew,3,"The information was presented logically, and I could understand what it meant",Match between System and the Real World,ADWDNBND4BW94,1081,5
andrew,3,The website used vocabulary familiar to me,Match between System and the Real World,ADWDNBND4BW94,1081,5
andrew,3,The website's information was convoluted and too technical for me to understand,Match between System and the Real World,ADWDNBND4BW94,1081,1
andrew,3,I found myself in situations where I could not go back to a previous state,User control and Freedom,APPZP50E4IOWJ,374,1
andrew,3,Similar websites I've used before for the same purpose have helped me understand how to use this one.,Consistency and Standard,APPZP50E4IOWJ,374,3
andrew,3,"This website was very different from some others I've used to do the same thing, so it was hard to understand how to do things.",Consistency and Standard,APPZP50E4IOWJ,374,1
andrew,3,The website used very technical terminology that I had trouble understanding,Match between System and the Real World,APPZP50E4IOWJ,374,1
andrew,3,"The information was presented logically, and I could understand what it meant",Match between System and the Real World,APPZP50E4IOWJ,374,5
andrew,3,The website used vocabulary familiar to me,Match between System and the Real World,APPZP50E4IOWJ,374,5
andrew,3,The website's information was convoluted and too technical for me to understand,Match between System and the Real World,APPZP50E4IOWJ,374,1
andrew,3,I found myself in situations where I could not go back to a previous state,User control and Freedom,A22R2NKWSYZ0KU,161,1
andrew,3,Similar websites I've used before for the same purpose have helped me understand how to use this one.,Consistency and Standard,A22R2NKWSYZ0KU,161,4
andrew,3,"This website was very different from some others I've used to do the same thing, so it was hard to understand how to do things.",Consistency and Standard,A22R2NKWSYZ0KU,161,2
andrew,3,The website used very technical terminology that I had trouble understanding,Match between System and the Real World,A22R2NKWSYZ0KU,161,1
andrew,3,"The information was presented logically, and I could understand what it meant",Match between System and the Real World,A22R2NKWSYZ0KU,161,4
andrew,3,The website used vocabulary familiar to me,Match between System and the Real World,A22R2NKWSYZ0KU,161,3
andrew,3,The website's information was convoluted and too technical for me to understand,Match between System and the Real World,A22R2NKWSYZ0KU,161,1
andrew,3,I found myself in situations where I could not go back to a previous state,User control and Freedom,AQ4PB1PVI9U7V,814,2
andrew,3,Similar websites I've used before for the same purpose have helped me understand how to use this one.,Consistency and Standard,AQ4PB1PVI9U7V,814,5
andrew,3,"This website was very different from some others I've used to do the same thing, so it was hard to understand how to do things.",Consistency and Standard,AQ4PB1PVI9U7V,814,4
andrew,3,The website used very technical terminology that I had trouble understanding,Match between System and the Real World,AQ4PB1PVI9U7V,814,1
andrew,3,"The information was presented logically, and I could understand what it meant",Match between System and the Real World,AQ4PB1PVI9U7V,814,5
andrew,3,The website used vocabulary familiar to me,Match between System and the Real World,AQ4PB1PVI9U7V,814,5
andrew,3,The website's information was convoluted and too technical for me to understand,Match between System and the Real World,AQ4PB1PVI9U7V,814,1
andrew,3,I found myself in situations where I could not go back to a previous state,User control and Freedom,A3VOMP0WOJTB4I,866,2
andrew,3,Similar websites I've used before for the same purpose have helped me understand how to use this one.,Consistency and Standard,A3VOMP0WOJTB4I,866,5
andrew,3,"This website was very different from some others I've used to do the same thing, so it was hard to understand how to do things.",Consistency and Standard,A3VOMP0WOJTB4I,866,1
andrew,3,The website used very technical terminology that I had trouble understanding,Match between System and the Real World,A3VOMP0WOJTB4I,866,1
andrew,3,"The information was presented logically, and I could understand what it meant",Match between System and the Real World,A3VOMP0WOJTB4I,866,0
andrew,3,The website used vocabulary familiar to me,Match between System and the Real World,A3VOMP0WOJTB4I,866,5
andrew,3,The website's information was convoluted and too technical for me to understand,Match between System and the Real World,A3VOMP0WOJTB4I,866,1
andrew,3,I found myself in situations where I could not go back to a previous state,User control and Freedom,A3774HPOUKYTX7,43,1
andrew,3,Similar websites I've used before for the same purpose have helped me understand how to use this one.,Consistency and Standard,A3774HPOUKYTX7,43,5
andrew,3,"This website was very different from some others I've used to do the same thing, so it was hard to understand how to do things.",Consistency and Standard,A3774HPOUKYTX7,43,1
andrew,3,The website used very technical terminology that I had trouble understanding,Match between System and the Real World,A3774HPOUKYTX7,43,1
andrew,3,"The information was presented logically, and I could understand what it meant",Match between System and the Real World,A3774HPOUKYTX7,43,5
andrew,3,The website used vocabulary familiar to me,Match between System and the Real World,A3774HPOUKYTX7,43,5
andrew,3,The website's information was convoluted and too technical for me to understand,Match between System and the Real World,A3774HPOUKYTX7,43,1
andrew,3,I found myself in situations where I could not go back to a previous state,User control and Freedom,A1ULLPIT6EU99K,138,0
andrew,3,Similar websites I've used before for the same purpose have helped me understand how to use this one.,Consistency and Standard,A1ULLPIT6EU99K,138,0
andrew,3,"This website was very different from some others I've used to do the same thing, so it was hard to understand how to do things.",Consistency and Standard,A1ULLPIT6EU99K,138,0
andrew,3,The website used very technical terminology that I had trouble understanding,Match between System and the Real World,A1ULLPIT6EU99K,138,0
andrew,3,"The information was presented logically, and I could understand what it meant",Match between System and the Real World,A1ULLPIT6EU99K,138,0
andrew,3,The website used vocabulary familiar to me,Match between System and the Real World,A1ULLPIT6EU99K,138,0
andrew,3,The website's information was convoluted and too technical for me to understand,Match between System and the Real World,A1ULLPIT6EU99K,138,0
conference,1,I had to give the website the same information multiple times to get it to do something,Recognition rather than recall,APPZP50E4IOWJ,159,1
conference,1,I could understand how to do what I wanted to without trouble,Recognition rather than recall,APPZP50E4IOWJ,159,2
conference,1,"I could not figure out how to do something, and the website would not help me",Recognition rather than recall,APPZP50E4IOWJ,159,3
conference,1,"If I needed help, the website presented it to me in a way that I could understand",Help and Documentation,APPZP50E4IOWJ,159,3
conference,1,I could find helpful information on the website if I couldn't understand something,Help and Documentation,APPZP50E4IOWJ,159,3
conference,1,The website often did not act as I thought it would,Error Prevention,APPZP50E4IOWJ,159,4
conference,1,I found I could navigate the website without any problems,Error Prevention,APPZP50E4IOWJ,159,2
conference,1,I had to give the website the same information multiple times to get it to do something,Recognition rather than recall,A2SWQM5X54P1O5,108,1
conference,1,I could understand how to do what I wanted to without trouble,Recognition rather than recall,A2SWQM5X54P1O5,108,5
conference,1,"I could not figure out how to do something, and the website would not help me",Recognition rather than recall,A2SWQM5X54P1O5,108,1
conference,1,"If I needed help, the website presented it to me in a way that I could understand",Help and Documentation,A2SWQM5X54P1O5,108,5
conference,1,I could find helpful information on the website if I couldn't understand something,Help and Documentation,A2SWQM5X54P1O5,108,5
conference,1,The website often did not act as I thought it would,Error Prevention,A2SWQM5X54P1O5,108,1
conference,1,I found I could navigate the website without any problems,Error Prevention,A2SWQM5X54P1O5,108,5
conference,1,I had to give the website the same information multiple times to get it to do something,Recognition rather than recall,A21D1EVLIOKUKO,312,5
conference,1,I could understand how to do what I wanted to without trouble,Recognition rather than recall,A21D1EVLIOKUKO,312,5
conference,1,"I could not figure out how to do something, and the website would not help me",Recognition rather than recall,A21D1EVLIOKUKO,312,4
conference,1,"If I needed help, the website presented it to me in a way that I could understand",Help and Documentation,A21D1EVLIOKUKO,312,5
conference,1,I could find helpful information on the website if I couldn't understand something,Help and Documentation,A21D1EVLIOKUKO,312,3
conference,1,The website often did not act as I thought it would,Error Prevention,A21D1EVLIOKUKO,312,5
conference,1,I found I could navigate the website without any problems,Error Prevention,A21D1EVLIOKUKO,312,4
conference,1,I had to give the website the same information multiple times to get it to do something,Recognition rather than recall,A3SIR6994WP6V,187,3
conference,1,I could understand how to do what I wanted to without trouble,Recognition rather than recall,A3SIR6994WP6V,187,5
conference,1,"I could not figure out how to do something, and the website would not help me",Recognition rather than recall,A3SIR6994WP6V,187,1
conference,1,"If I needed help, the website presented it to me in a way that I could understand",Help and Documentation,A3SIR6994WP6V,187,5
conference,1,I could find helpful information on the website if I couldn't understand something,Help and Documentation,A3SIR6994WP6V,187,1
conference,1,The website often did not act as I thought it would,Error Prevention,A3SIR6994WP6V,187,1
conference,1,I found I could navigate the website without any problems,Error Prevention,A3SIR6994WP6V,187,5
conference,1,I had to give the website the same information multiple times to get it to do something,Recognition rather than recall,A1U7AAKEZ4YXZD,205,1
conference,1,I could understand how to do what I wanted to without trouble,Recognition rather than recall,A1U7AAKEZ4YXZD,205,4
conference,1,"I could not figure out how to do something, and the website would not help me",Recognition rather than recall,A1U7AAKEZ4YXZD,205,1
conference,1,"If I needed help, the website presented it to me in a way that I could understand",Help and Documentation,A1U7AAKEZ4YXZD,205,4
conference,1,I could find helpful information on the website if I couldn't understand something,Help and Documentation,A1U7AAKEZ4YXZD,205,2
conference,1,The website often did not act as I thought it would,Error Prevention,A1U7AAKEZ4YXZD,205,4
conference,1,I found I could navigate the website without any problems,Error Prevention,A1U7AAKEZ4YXZD,205,4
conference,1,I had to give the website the same information multiple times to get it to do something,Recognition rather than recall,AQ4PB1PVI9U7V,874,1
conference,1,I could understand how to do what I wanted to without trouble,Recognition rather than recall,AQ4PB1PVI9U7V,874,5
conference,1,"I could not figure out how to do something, and the website would not help me",Recognition rather than recall,AQ4PB1PVI9U7V,874,5
conference,1,"If I needed help, the website presented it to me in a way that I could understand",Help and Documentation,AQ4PB1PVI9U7V,874,5
conference,1,I could find helpful information on the website if I couldn't understand something,Help and Documentation,AQ4PB1PVI9U7V,874,5
conference,1,The website often did not act as I thought it would,Error Prevention,AQ4PB1PVI9U7V,874,1
conference,1,I found I could navigate the website without any problems,Error Prevention,AQ4PB1PVI9U7V,874,5
conference,1,I had to give the website the same information multiple times to get it to do something,Recognition rather than recall,A2QPJN3LPGTPDU,258,2
conference,1,I could understand how to do what I wanted to without trouble,Recognition rather than recall,A2QPJN3LPGTPDU,258,5
conference,1,"I could not figure out how to do something, and the website would not help me",Recognition rather than recall,A2QPJN3LPGTPDU,258,1
conference,1,"If I needed help, the website presented it to me in a way that I could understand",Help and Documentation,A2QPJN3LPGTPDU,258,3
conference,1,I could find helpful information on the website if I couldn't understand something,Help and Documentation,A2QPJN3LPGTPDU,258,4
conference,1,The website often did not act as I thought it would,Error Prevention,A2QPJN3LPGTPDU,258,2
conference,1,I found I could navigate the website without any problems,Error Prevention,A2QPJN3LPGTPDU,258,4
conference,1,I had to give the website the same information multiple times to get it to do something,Recognition rather than recall,A3IT3XD8AROSP4,214,2
conference,1,I could understand how to do what I wanted to without trouble,Recognition rather than recall,A3IT3XD8AROSP4,214,4
conference,1,"I could not figure out how to do something, and the website would not help me",Recognition rather than recall,A3IT3XD8AROSP4,214,1
conference,1,"If I needed help, the website presented it to me in a way that I could understand",Help and Documentation,A3IT3XD8AROSP4,214,3
conference,1,I could find helpful information on the website if I couldn't understand something,Help and Documentation,A3IT3XD8AROSP4,214,5
conference,1,The website often did not act as I thought it would,Error Prevention,A3IT3XD8AROSP4,214,1
conference,1,I found I could navigate the website without any problems,Error Prevention,A3IT3XD8AROSP4,214,4
conference,1,I had to give the website the same information multiple times to get it to do something,Recognition rather than recall,A19HCBT1EH8484,524,1
conference,1,I could understand how to do what I wanted to without trouble,Recognition rather than recall,A19HCBT1EH8484,524,5
conference,1,"I could not figure out how to do something, and the website would not help me",Recognition rather than recall,A19HCBT1EH8484,524,1
conference,1,"If I needed help, the website presented it to me in a way that I could understand",Help and Documentation,A19HCBT1EH8484,524,5
conference,1,I could find helpful information on the website if I couldn't understand something,Help and Documentation,A19HCBT1EH8484,524,5
conference,1,The website often did not act as I thought it would,Error Prevention,A19HCBT1EH8484,524,1
conference,1,I found I could navigate the website without any problems,Error Prevention,A19HCBT1EH8484,524,5
conference,1,I had to give the website the same information multiple times to get it to do something,Recognition rather than recall,A2JD57WFHSBOST,243,1
conference,1,I could understand how to do what I wanted to without trouble,Recognition rather than recall,A2JD57WFHSBOST,243,5
conference,1,"I could not figure out how to do something, and the website would not help me",Recognition rather than recall,A2JD57WFHSBOST,243,1
conference,1,"If I needed help, the website presented it to me in a way that I could understand",Help and Documentation,A2JD57WFHSBOST,243,4
conference,1,I could find helpful information on the website if I couldn't understand something,Help and Documentation,A2JD57WFHSBOST,243,3
conference,1,The website often did not act as I thought it would,Error Prevention,A2JD57WFHSBOST,243,1
conference,1,I found I could navigate the website without any problems,Error Prevention,A2JD57WFHSBOST,243,5
conference,1,I had to give the website the same information multiple times to get it to do something,Recognition rather than recall,A26NGLGGFTATVN,164,1
conference,1,I could understand how to do what I wanted to without trouble,Recognition rather than recall,A26NGLGGFTATVN,164,3
conference,1,"I could not figure out how to do something, and the website would not help me",Recognition rather than recall,A26NGLGGFTATVN,164,3
conference,1,"If I needed help, the website presented it to me in a way that I could understand",Help and Documentation,A26NGLGGFTATVN,164,2
conference,1,I could find helpful information on the website if I couldn't understand something,Help and Documentation,A26NGLGGFTATVN,164,3
conference,1,The website often did not act as I thought it would,Error Prevention,A26NGLGGFTATVN,164,2
conference,1,I found I could navigate the website without any problems,Error Prevention,A26NGLGGFTATVN,164,4
conference,1,I had to give the website the same information multiple times to get it to do something,Recognition rather than recall,A19DY2RQN6EJAC,131,1
conference,1,I could understand how to do what I wanted to without trouble,Recognition rather than recall,A19DY2RQN6EJAC,131,5
conference,1,"I could not figure out how to do something, and the website would not help me",Recognition rather than recall,A19DY2RQN6EJAC,131,1
conference,1,"If I needed help, the website presented it to me in a way that I could understand",Help and Documentation,A19DY2RQN6EJAC,131,3
conference,1,I could find helpful information on the website if I couldn't understand something,Help and Documentation,A19DY2RQN6EJAC,131,5
conference,1,The website often did not act as I thought it would,Error Prevention,A19DY2RQN6EJAC,131,1
conference,1,I found I could navigate the website without any problems,Error Prevention,A19DY2RQN6EJAC,131,5
conference,1,I had to give the website the same information multiple times to get it to do something,Recognition rather than recall,A3VOMP0WOJTB4I,553,1
conference,1,I could understand how to do what I wanted to without trouble,Recognition rather than recall,A3VOMP0WOJTB4I,553,5
conference,1,"I could not figure out how to do something, and the website would not help me",Recognition rather than recall,A3VOMP0WOJTB4I,553,5
conference,1,"If I needed help, the website presented it to me in a way that I could understand",Help and Documentation,A3VOMP0WOJTB4I,553,4
conference,1,I could find helpful information on the website if I couldn't understand something,Help and Documentation,A3VOMP0WOJTB4I,553,5
conference,1,The website often did not act as I thought it would,Error Prevention,A3VOMP0WOJTB4I,553,1
conference,1,I found I could navigate the website without any problems,Error Prevention,A3VOMP0WOJTB4I,553,5
conference,1,I had to give the website the same information multiple times to get it to do something,Recognition rather than recall,A2VG4MJ15ZYDEH,350,2
conference,1,I could understand how to do what I wanted to without trouble,Recognition rather than recall,A2VG4MJ15ZYDEH,350,4
conference,1,"I could not figure out how to do something, and the website would not help me",Recognition rather than recall,A2VG4MJ15ZYDEH,350,2
conference,1,"If I needed help, the website presented it to me in a way that I could understand",Help and Documentation,A2VG4MJ15ZYDEH,350,5
conference,1,I could find helpful information on the website if I couldn't understand something,Help and Documentation,A2VG4MJ15ZYDEH,350,0
conference,1,The website often did not act as I thought it would,Error Prevention,A2VG4MJ15ZYDEH,350,2
conference,1,I found I could navigate the website without any problems,Error Prevention,A2VG4MJ15ZYDEH,350,5
conference,1,I had to give the website the same information multiple times to get it to do something,Recognition rather than recall,AUBB8KU9XV2R8,318,2
conference,1,I could understand how to do what I wanted to without trouble,Recognition rather than recall,AUBB8KU9XV2R8,318,3
conference,1,"I could not figure out how to do something, and the website would not help me",Recognition rather than recall,AUBB8KU9XV2R8,318,1
conference,1,"If I needed help, the website presented it to me in a way that I could understand",Help and Documentation,AUBB8KU9XV2R8,318,3
conference,1,I could find helpful information on the website if I couldn't understand something,Help and Documentation,AUBB8KU9XV2R8,318,4
conference,1,The website often did not act as I thought it would,Error Prevention,AUBB8KU9XV2R8,318,2
